id,name,product_category,store_name,points
178,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,TREPIN DANILA,POINT (11.124873 46.07163)
179,CENTRO STORICO PIEDICASTELLO,,MPA SOLUTIONS SOCIETA' COOPERATIVA,POINT (11.1104 46.065102)
180,CENTRO STORICO PIEDICASTELLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,PERSILI OSCAR,POINT (11.124818 46.068435)
181,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,HAMZA FOOD S.A.S. DI BHATTI TAHIR MASOOD & C.,POINT (11.118438 46.069026)
182,CENTRO STORICO PIEDICASTELLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,HAMZA FOOD S.A.S. DI BHATTI TAHIR MASOOD & C.,POINT (11.118438 46.069026)
183,CENTRO STORICO PIEDICASTELLO,ARTICOLI MEDICALI E ORTOPEDICI,SVILUPPO & DISTRIBUZIONE SRL,POINT (11.123429 46.070884)
184,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,ZOTTA ALESSANDRO,POINT (11.122438 46.066357)
185,CENTRO STORICO PIEDICASTELLO,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,PISONI S.R.L.,POINT (11.123338 46.07798)
186,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,MELOSTORE S.R.L.,POINT (11.123054 46.069139)
187,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,CESAR DI BARBAROSSA ENIO E F.LLI S.R.L.,POINT (11.119864 46.069285)
188,CENTRO STORICO PIEDICASTELLO,,PROMETEO S.R.L.,POINT (11.123984 46.068144)
189,CENTRO STORICO PIEDICASTELLO,FIORI E PIANTE,ZAMBOTTI LORENZO,POINT (11.125189 46.068262)
190,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,RIZZO DOMENICO VITTORIO ANTONIO,POINT (11.124418 46.070152)
191,CENTRO STORICO PIEDICASTELLO,FIORI E PIANTE,FEDEL ANNALISA,POINT (11.123441 46.068808)
192,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,5 TASCHE S.A.S. DI VIGAGNI GABRIELE E C.,POINT (11.125972 46.068763)
193,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,COLA DI PROSSER GIULIO & C. S.A.S.,POINT (11.124358 46.069491)
194,CENTRO STORICO PIEDICASTELLO,OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN,M.O.T. MANIFATTURA OTTICA TRENTINA S.N.C DI UGO PERRIS & C.,POINT (11.126021 46.067845)
195,CENTRO STORICO PIEDICASTELLO,VARIE,DYPRINTECH S.R.L.,POINT (11.126106 46.067797)
196,CENTRO STORICO PIEDICASTELLO,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,CHIOGNA RICCARDO,POINT (11.111635 46.070653)
197,CENTRO STORICO PIEDICASTELLO,GIORNALI-RIVISTE E PERIODICI,CHIOGNA RICCARDO,POINT (11.111635 46.070653)
198,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PRIMA RETAIL COMPANY S.R.L.,POINT (11.123694 46.068763)
199,CENTRO STORICO PIEDICASTELLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,LE DELIZIE S.N.C. DI GAMBONI PIETRO E PISONI MAURO & C.,POINT (11.123134 46.065523)
200,CENTRO STORICO PIEDICASTELLO,ART.REGALO-ARTIGIANATO LOCALE,THUN SPA,POINT (11.122693 46.069118)
201,CENTRO STORICO PIEDICASTELLO,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,DIALMA S.R.L.,POINT (11.117089 46.071494)
202,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,NKD ITALIA SRL,POINT (11.118889 46.07665)
203,CENTRO STORICO PIEDICASTELLO,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,FREEWHEELS SAS DI FUMANELLI LUCA E C,POINT (11.118889 46.07665)
204,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,DEPAOLI VERONICA,POINT (11.124502 46.067167)
205,CENTRO STORICO PIEDICASTELLO,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,TEBRI PAOLO,POINT (11.124099 46.068326)
206,CENTRO STORICO PIEDICASTELLO,GIORNALI-RIVISTE E PERIODICI,TEBRI PAOLO,POINT (11.124099 46.068326)
207,CENTRO STORICO PIEDICASTELLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,LA GASTRONOMIA DI FRANCESCHINI URBANO & C. S.N.C.,POINT (11.124588 46.067546)
208,CENTRO STORICO PIEDICASTELLO,LIBRI NUOVI,EUTROPIA S.A.S. DI LORANDI MICHELA & C.,POINT (11.11632 46.066504)
209,CENTRO STORICO PIEDICASTELLO,ARTICOLI MEDICALI E ORTOPEDICI,SONOVA AUDIOLOGICAL CARE ITALIA S.R.L.,POINT (11.115235 46.0665)
210,CENTRO STORICO PIEDICASTELLO,MOBILI,FURLAN LUCA,POINT (11.124963 46.067119)
211,CENTRO STORICO PIEDICASTELLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,DIMANU S.R.L.,POINT (11.124545 46.071236)
212,CENTRO STORICO PIEDICASTELLO,,TVB ITALIA S.R.L.,POINT (11.123555 46.069841)
213,CENTRO STORICO PIEDICASTELLO,CARNE E PRODOTTI A BASE DI CARNE,MACELLERIA CAINELLI CHRISTIAN & C. S.A.S.,POINT (11.124761 46.068318)
214,CENTRO STORICO PIEDICASTELLO,LIBRI NUOVI,VIAGGERIA S.R.L.,POINT (11.1224 46.066438)
215,CENTRO STORICO PIEDICASTELLO,,ALLCONS S.R.L.,POINT (11.12402 46.076799)
216,CENTRO STORICO PIEDICASTELLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,WARRAICH FOOD S.A.S.,POINT (11.122146 46.072472)
217,CENTRO STORICO PIEDICASTELLO,OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE,POMILLO DANIELE,POINT (11.123103 46.066307)
218,CENTRO STORICO PIEDICASTELLO,SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE),ASPIAG SERVICE SRL,POINT (11.122776 46.069788)
219,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,BBB SPA,POINT (11.123308 46.06984)
220,CENTRO STORICO PIEDICASTELLO,PRODOTTI TESSILI,BBB SPA,POINT (11.123308 46.06984)
221,CENTRO STORICO PIEDICASTELLO,GIORNALI-RIVISTE E PERIODICI,LENZI VALENTINA,POINT (11.122632 46.06993)
222,CENTRO STORICO PIEDICASTELLO,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,COFFEE CLUB SAS DI INGENITO GRAZIANO,POINT (11.125789 46.067978)
223,CENTRO STORICO PIEDICASTELLO,LIBRI NUOVI,COFFEE CLUB SAS DI INGENITO GRAZIANO,POINT (11.125789 46.067978)
224,CENTRO STORICO PIEDICASTELLO,MOBILI,SONNTAG RODOLFO,POINT (11.123656 46.070968)
225,CENTRO STORICO PIEDICASTELLO,ELETTRONICA- DISCHI E NASTRI VIDEO,AKRAM SOHAIL,POINT (11.123247 46.072636)
226,CENTRO STORICO PIEDICASTELLO,VARIE,2 EMME PROJECT S.R.L.,POINT (11.124831 46.06832)
227,CENTRO STORICO PIEDICASTELLO,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,MANFREDI FRANCESCO,POINT (11.124328 46.075146)
228,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,DEPAOLI DEBORA,POINT (11.119452 46.068404)
229,CENTRO STORICO PIEDICASTELLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,FRIMON S.R.L.,POINT (11.123835 46.068723)
230,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,XIE BINGYIN,POINT (11.119927 46.069697)
231,CENTRO STORICO PIEDICASTELLO,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,B. E B. CAFFE' CITTA' DI BRUSAMOLIN SILVIO & C. S.N.C.,POINT (11.123719 46.069618)
232,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,LUISA SPAGNOLI S.P.A.,POINT (11.123895 46.068487)
233,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,MAROTTA EMANUELE MARIA ALBERTO,POINT (11.123021 46.068044)
234,CENTRO STORICO PIEDICASTELLO,VARIE,TASLEEM MUBASHAR,POINT (11.120679 46.069599)
235,CENTRO STORICO PIEDICASTELLO,PRODOTTI TESSILI,"IDEA CASA S.N.C. DI PAROLARI DANIELE, DAVIDE E LUCA",POINT (11.124684 46.069589)
236,CENTRO STORICO PIEDICASTELLO,MOBILI,MARTINELLI S.R.L.,POINT (11.124569 46.075853)
237,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,DEPAOLI DEBORA,POINT (11.122814 46.06587)
238,CENTRO STORICO PIEDICASTELLO,nan,GIACOMINI GIULIA,POINT (11.123978 46.068227)
239,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,GIACOMINI GIULIA,POINT (11.123978 46.068227)
240,CENTRO STORICO PIEDICASTELLO,FERRAMENTA,FRANZINELLI VIGILIO S.R.L.,POINT (11.124674 46.066669)
241,CENTRO STORICO PIEDICASTELLO,PANE E LATTE,GIULIANO SOSI S.R.L.,POINT (11.127626 46.069875)
242,CENTRO STORICO PIEDICASTELLO,GIORNALI-RIVISTE E PERIODICI,BARONE TANIA,POINT (11.119751 46.069681)
243,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PRO LUDO S.R.L.S.,POINT (11.12519 46.070238)
244,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,AVION S.N.C. DI ZAMPIERO MARINA & C.,POINT (11.122988 46.065977)
245,CENTRO STORICO PIEDICASTELLO,MATERIALE DA COSTRUZIONE,EBLI S.R.L.,POINT (11.10848 46.072235)
246,CENTRO STORICO PIEDICASTELLO,FERRAMENTA,EBLI S.R.L.,POINT (11.10848 46.072235)
247,CENTRO STORICO PIEDICASTELLO,MATERIALE DA COSTRUZIONE,EBLI S.R.L.,POINT (11.10848 46.072235)
248,CENTRO STORICO PIEDICASTELLO,MATERIALE DA COSTRUZIONE,EBLI LUCA CARLO E C. S.N.C.,POINT (11.10848 46.072235)
249,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,HAQUE FAZLUL,POINT (11.120123 46.06866)
250,CENTRO STORICO PIEDICASTELLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,HAQUE FAZLUL,POINT (11.120123 46.06866)
251,CENTRO STORICO PIEDICASTELLO,PANE E LATTE,GIULIANO SOSI S.R.L.,POINT (11.124602 46.071034)
252,CENTRO STORICO PIEDICASTELLO,LIBRI NUOVI,GIUNTI AL PUNTO S.P.A.,POINT (11.122652 46.06881)
253,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,HU FEIYUN,POINT (11.118068 46.0769)
254,CENTRO STORICO PIEDICASTELLO,ARTICOLI IGIENICO SANITARI,COMMHYDRA S.R.L.,POINT (11.124686 46.075653)
255,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,SOLEO SHOW S.R.L.,POINT (11.122628 46.066367)
256,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,CANEPPELE MANUELA,POINT (11.125089 46.068331)
257,CENTRO STORICO PIEDICASTELLO,,RIMA AGRI S.R.L.,POINT (11.117632 46.074742)
258,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,DOUGLAS ITALIA S.P.A.,POINT (11.122619 46.069001)
259,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,L.E.D. S.R.L.,POINT (11.124728 46.069038)
260,CENTRO STORICO PIEDICASTELLO,PRODOTTI TESSILI,GALLIZIOLI CLAUDIO &  C. S.A.S.,POINT (11.123512 46.069965)
261,CENTRO STORICO PIEDICASTELLO,ART.CASALINGHI-CRISTALLERIE-VASELLAME,DETAILS DESIGN STORE S.R.L.,POINT (11.123967 46.06766)
262,CENTRO STORICO PIEDICASTELLO,,NIGHTLIGHT ITALIA S.R.L.,POINT (11.126947 46.072164)
263,CENTRO STORICO PIEDICASTELLO,ROSTICCERIA,HOYOS PACHON ANA MARIA,POINT (11.122978 46.066411)
264,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,L'ARCA DI ENDRICI DELL'AGNOLO ELENA & SOCI S.A.S.,POINT (11.124695 46.070089)
265,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,FEDEL ANNALISA,POINT (11.124664 46.070086)
266,CENTRO STORICO PIEDICASTELLO,VARIE,MALPAGA MARINA,POINT (11.124363 46.067147)
267,CENTRO STORICO PIEDICASTELLO,MOBILI,CAPPADONNA ALESSANDRO,POINT (11.124502 46.075446)
268,CENTRO STORICO PIEDICASTELLO,VARIE,DEGASPERI ALESSANDRO,POINT (11.123567 46.070693)
269,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,MICHELI EMILIO S.A.S. DI BERTEOTTI MATTEO & C.,POINT (11.123216 46.06737)
270,CENTRO STORICO PIEDICASTELLO,OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE,SECURFIN BOTTEGA D'ARTE S.N.C. DI PAOLO LUCIN & C.,POINT (11.118431 46.066714)
271,CENTRO STORICO PIEDICASTELLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,CORNALI MANUEL,POINT (11.121392 46.068618)
272,CENTRO STORICO PIEDICASTELLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,CORTELLETTI DOMENICO S.N.C. DI CORTELLETTI DOMENICO,POINT (11.12438 46.06966)
273,CENTRO STORICO PIEDICASTELLO,VARIE,SI.GI. S.A.S. DI BRIGNOLI ROBERTA & C.,POINT (11.12297 46.068202)
274,CENTRO STORICO PIEDICASTELLO,FRUTTA E VERDURA,MERZ EMILIO DI MERZ PIERGIORGIO E DARIO S.N.C.,POINT (11.123068 46.065675)
275,CENTRO STORICO PIEDICASTELLO,nan,FLEET VISION S.R.L.,POINT (11.124513 46.075953)
276,CENTRO STORICO PIEDICASTELLO,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,PISETTA PAOLA & C. SAS,POINT (11.124513 46.075953)
277,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,SMART LINEA DI CASNA CIRO & C. SAS,POINT (11.124369 46.0689)
278,CENTRO STORICO PIEDICASTELLO,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,GOTTARDI MAURO,POINT (11.122776 46.065926)
279,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,"3,14 S.A.S. DI PREDELLI CHIARA & C.",POINT (11.123359 46.06832)
280,CENTRO STORICO PIEDICASTELLO,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",MOSNA MONICA,POINT (11.124537 46.070396)
281,CENTRO STORICO PIEDICASTELLO,GIORNALI-RIVISTE E PERIODICI,MOSNA MONICA,POINT (11.124537 46.070396)
282,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,CALZATURE DUE LEONI S.R.L.,POINT (11.124549 46.070427)
283,CENTRO STORICO PIEDICASTELLO,,SANTA CROCE INFORMATICA S.A.S. DI SARTORI RENZO & C.,POINT (11.117642 46.077135)
284,CENTRO STORICO PIEDICASTELLO,GIORNALI-RIVISTE E PERIODICI,RIZZOLI SONIA,POINT (11.124205 46.076481)
285,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,GEOX RETAIL S.R.L.,POINT (11.122436 46.068181)
286,CENTRO STORICO PIEDICASTELLO,CALZATURE E ARTICOLI IN CUOIO,PRIMADONNA S.P.A.,POINT (11.122572 46.069601)
287,CENTRO STORICO PIEDICASTELLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,DIAMANTI & CARATI S.R.L.,POINT (11.122895 46.078233)
288,CENTRO STORICO PIEDICASTELLO,LIBRI NUOVI,GALEAZZO SILVIO,POINT (11.123699 46.065678)
289,CENTRO STORICO PIEDICASTELLO,ART.CASALINGHI-CRISTALLERIE-VASELLAME,EUROPA STORE SRL,POINT (11.123461 46.070406)
290,CENTRO STORICO PIEDICASTELLO,GIOCHI E GIOCATTOLI,EUROPA STORE SRL,POINT (11.123461 46.070406)
291,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,MARTINI SILVANA,POINT (11.122097 46.067966)
292,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PRENATAL S.P.A.,POINT (11.1243 46.068633)
293,CENTRO STORICO PIEDICASTELLO,PANE E LATTE,FOCACCERIA BELVEDERE S.N.C. DI F.LLI MORGESE MARCELLO E MAS,POINT (11.120453 46.067348)
294,CENTRO STORICO PIEDICASTELLO,,BOSOVIC VLADE,POINT (11.119416 46.069493)
295,CENTRO STORICO PIEDICASTELLO,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,SIMIONI LORIS,POINT (11.12347 46.068241)
296,CENTRO STORICO PIEDICASTELLO,GIORNALI-RIVISTE E PERIODICI,SIMIONI LORIS,POINT (11.12347 46.068241)
297,CENTRO STORICO PIEDICASTELLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,CUEL MANUEL,POINT (11.120823 46.067671)
298,CENTRO STORICO PIEDICASTELLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,TIGER ITALIA 1 S.R.L.,POINT (11.124306 46.07012)
299,CENTRO STORICO PIEDICASTELLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,TIGER ITALIA 1 S.R.L.,POINT (11.124306 46.07012)
300,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,DNA S.R.L.,POINT (11.122511 46.068491)
301,CENTRO STORICO PIEDICASTELLO,ERBORISTERIE,DORIGONI MASCIA,POINT (11.123949 46.070636)
302,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,LA PIAZZETTA S.N.C. DI ZENI PAOLA & PIFFER MARIA,POINT (11.123048 46.068011)
303,CENTRO STORICO PIEDICASTELLO,CAFFE' TORREFATTO,UNION CASA DEL CAFFE' DI TORTA GIORGIO & C. S.N.C.,POINT (11.124274 46.069214)
304,CENTRO STORICO PIEDICASTELLO,,GRAFFER MASSIMILIANO,POINT (11.120585 46.072923)
305,CENTRO STORICO PIEDICASTELLO,,FACCHINELLI GREGORIO DI FACCHINELLI C. E G. & C. S.A.S.,POINT (11.124025 46.074476)
306,CENTRO STORICO PIEDICASTELLO,PANE E LATTE,PANIFICIO DALPRA' RICCARDO DI F.LLI DALPRA' S.N.C.,POINT (11.118053 46.076862)
307,CENTRO STORICO PIEDICASTELLO,OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE,RAFFAELLI GIORDANO,POINT (11.126957 46.06964)
308,CENTRO STORICO PIEDICASTELLO,MATERIALE DA COSTRUZIONE,F. MERZ S.R.L.,POINT (11.117618 46.066639)
309,CENTRO STORICO PIEDICASTELLO,,F. MERZ SRL,POINT (11.117618 46.066639)
310,CENTRO STORICO PIEDICASTELLO,PANE E LATTE,PANIFICIO DALPRA' RICCARDO DI F.LLI DALPRA' S.N.C.,POINT (11.116607 46.066531)
311,CENTRO STORICO PIEDICASTELLO,OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN,ADLER S.A.S.,POINT (11.12066 46.076636)
312,CENTRO STORICO PIEDICASTELLO,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",OINOKOE SRL,POINT (11.124242 46.068337)
313,CENTRO STORICO PIEDICASTELLO,"ELETTRODOMESTICI, RADIO, TELEVISORI",SERVIZIO TECNICO ELETTRODOMESTICI S.A.S. DI CUZZOLIN LORENZA,POINT (11.117219 46.066755)
314,CENTRO STORICO PIEDICASTELLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,FRIMON S.R.L.,POINT (11.123814 46.068906)
315,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,DAL POS LUISA,POINT (11.121754 46.067765)
316,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,DEBIASI GIULIANA,POINT (11.125739 46.067296)
317,CENTRO STORICO PIEDICASTELLO,nan,MUHAMMAD KHAWAR SULTAN,POINT (11.127277 46.068801)
318,CENTRO STORICO PIEDICASTELLO,ELETTRONICA- DISCHI E NASTRI VIDEO,MUHAMMAD KHAWAR SULTAN,POINT (11.127277 46.068801)
319,CENTRO STORICO PIEDICASTELLO,,SEDDA GIOVANNI,POINT (11.118397 46.075575)
320,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,BENIAMIN S.R.L.,POINT (11.123702 46.069845)
321,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,NICOLODI EVA ARIANNA,POINT (11.120436 46.068156)
322,CENTRO STORICO PIEDICASTELLO,VARIE,HU GUOQIONG,POINT (11.124149 46.068331)
323,CENTRO STORICO PIEDICASTELLO,ART.CASALINGHI-CRISTALLERIE-VASELLAME,COLTELLERIA S. MARCO DEI F.LLI VALENTINI PAOLO E SILVANO SNC,POINT (11.125573 46.070172)
324,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,BIJOU BRIGITTE S.R.L.,POINT (11.122561 46.067835)
325,CENTRO STORICO PIEDICASTELLO,FRUTTA E VERDURA,LONGO PAOLO,POINT (11.124127 46.067625)
326,CENTRO STORICO PIEDICASTELLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,TEMPI MODERNI S.R.L.,POINT (11.123171 46.069034)
327,CENTRO STORICO PIEDICASTELLO,DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI,POMPADOUR TE' SRL,POINT (11.122219 46.067378)
328,CENTRO STORICO PIEDICASTELLO,ALTRI ES.NON SPEC.GRANDE VARIETA' NO AL.,ANTOLINI FRANCO,POINT (11.122219 46.067378)
329,CENTRO STORICO PIEDICASTELLO,,CONSORZIO AUTO MOTO ITALIA S.R.L.S.,POINT (11.122446 46.068225)
330,CENTRO STORICO PIEDICASTELLO,ART.CASALINGHI-CRISTALLERIE-VASELLAME,KASANOVA S.P.A.,POINT (11.123251 46.068228)
331,CENTRO STORICO PIEDICASTELLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,KASANOVA S.P.A.,POINT (11.123251 46.068228)
332,CENTRO STORICO PIEDICASTELLO,nan,FOTO RENSI SAS DI RENSI MATTEO & C.,POINT (11.126638 46.069422)
333,CENTRO STORICO PIEDICASTELLO,OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN,FOTO RENSI S.A.S. DI RENSI MATTEO E C.,POINT (11.126638 46.069422)
334,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,ERINO BUFFA S.A.S. DI BUFFA ELENA E C.,POINT (11.126899 46.069493)
335,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,SORAM S.P.A.,POINT (11.123684 46.068842)
336,CENTRO STORICO PIEDICASTELLO,VARIE,BERNA SERVICE S.R.L.,POINT (11.122475 46.067914)
337,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,DAM DI MAYER BARBARA & C. S.N.C.,POINT (11.122376 46.066502)
338,CENTRO STORICO PIEDICASTELLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,NARDELLI E GARZETTI ORAFI S.A.S. DI NARDELLI UGO & C.,POINT (11.121004 46.067147)
339,CENTRO STORICO PIEDICASTELLO,ART.ILLUMINAZIONE E MATERIALE ELETTRICO,LOSS TIZIANO,POINT (11.123302 46.076967)
340,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,BRUNO MARA,POINT (11.123291 46.065797)
341,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,SALONE GIANNI DI LIUZZO LUCA & C. S.A.S.,POINT (11.123942 46.070872)
342,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,TEN'S DI LAM MINH TOAN & C. S.A.S.,POINT (11.116326 46.077601)
343,CENTRO STORICO PIEDICASTELLO,VARIE,BARBU ALICE MIHAELA,POINT (11.125852 46.071009)
344,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PERIN DEVIS,POINT (11.121672 46.070208)
345,CENTRO STORICO PIEDICASTELLO,GIORNALI-RIVISTE E PERIODICI,VIANINI SILVIA,POINT (11.125971 46.066949)
346,CENTRO STORICO PIEDICASTELLO,ART.REGALO-ARTIGIANATO LOCALE,SARWAR USMAN,POINT (11.118594 46.068676)
347,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,8 MARZO S.R.L.,POINT (11.124644 46.070241)
348,CENTRO STORICO PIEDICASTELLO,OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE,ANTICHITA' GASPERETTI BRUNO DI GASPERETTI ARMANDO E C. S.N.C,POINT (11.124229 46.071332)
349,CENTRO STORICO PIEDICASTELLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,HAUSER LORENA,POINT (11.124941 46.070205)
350,CENTRO STORICO PIEDICASTELLO,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,BONAZZA FRANCESCA,POINT (11.12076 46.067818)
351,CENTRO STORICO PIEDICASTELLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,GOTTARDI ELISABETH,POINT (11.126299 46.068582)
352,CENTRO STORICO PIEDICASTELLO,VARIE,TLC TRADE S.R.L.,POINT (11.122938 46.065931)
353,CENTRO STORICO PIEDICASTELLO,,SPERA FOOD SRLS,POINT (11.112576 46.070565)
354,CENTRO STORICO PIEDICASTELLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,NUOVA OREFICERIA POCHER SNC DI POCHER LAURA & C.,POINT (11.120743 46.076618)
355,CENTRO STORICO PIEDICASTELLO,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,DOLOMITEN SPORTSWEAR S.R.L.,POINT (11.123967 46.069123)
356,CENTRO STORICO PIEDICASTELLO,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,COMPER PAOLO,POINT (11.12218 46.067669)
