WKT;tipo;settore;descr;strada;desvia;civico_alf;merceologia;sup_vend;nome;codice;fumetto
"POINT (664078.197785702 5103770.98257617)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;"BIGIOTTERIA, CHINCAGLIERIA, OGGETTI RICORDO, ECC.";"1040";PIAZZA DUOMO;"1";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;9;SULTANA RIFFAT;"47465";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - PIAZZA DUOMO, 1"
"POINT (664078.197785702 5103770.98257617)";FIORI E PIANTE;NON ALIMENTARE;;"1040";PIAZZA DUOMO;"1";FIORI E PIANTE;9;WAHEED DANIAL;"45571";"FIORI E PIANTE - PIAZZA DUOMO, 1"
"POINT (664233.799738055 5103774.09731575)";GIOCHI E GIOCATTOLI;NON ALIMENTARE;ARTICOLI PER L'INFANZIA;"1550";PIAZZA LODRON;"19";GIOCHI E GIOCATTOLI;25;LAURORA MAURIZIO;"31532";"GIOCHI E GIOCATTOLI - PIAZZA LODRON, 19"
"POINT (664727.399029904 5102752.76062822)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"330";VIA BOLGHERA;"16";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;40;RUDENCO NICOLINA;"39973";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA BOLGHERA, 16"
"POINT (663811.540217371 5103964.21525345)";ROSTICCERIA;ALIMENTARE;"PIZZA AL TAGLIO, KEBAB, BIBITE";"2530";VIA DELLA PREPOSITURA;"6";ROSTICCERIA;34;FRIENDS PIZZERIA & KEBAB S.N.C. DI SHAHZAD ATIF E ASLAM AITZ;"25699";"ROSTICCERIA - VIA DELLA PREPOSITURA, 6"
"POINT (663904.158443091 5103119.54623965)";ARTICOLI DI SECONDA MANO;NON ALIMENTARE;"ABBIGLIAMENTO,BIANCHERIA PER LA CASA, MOBILI, LIBRI";"1350";VIA G. GIUSTI;"7";ARTICOLI DI SECONDA MANO;148;FONDAZIONE COMUNITA' SOLIDALE;"25351";"ARTICOLI DI SECONDA MANO - VIA G. GIUSTI, 7"
"POINT (664010.550065419 5102663.73184672)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE;ALTRI PRODOTTI ALIMENTARI CONFEZIONATI;"3510";VIA VITTORIO VENETO;"20";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;127;ILYAS NARGIS;"46872";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA VITTORIO VENETO, 20"
"POINT (664010.550065419 5102663.73184672)";FRUTTA E VERDURA;ALIMENTARE;;"3510";VIA VITTORIO VENETO;"20";FRUTTA E VERDURA;127;ILYAS NARGIS;"46872";"FRUTTA E VERDURA - VIA VITTORIO VENETO, 20"
"POINT (663668.528387411 5102435.61653557)";MATERIALE DA COSTRUZIONE;NON ALIMENTARE;"SERRAMENTI, INFISSI, MARMO LAVORATO";"1310";VIA DELLE GHIAIE;16/3;MATERIALE DA COSTRUZIONE;84;CASAKREO S.R.L.;"41867";"MATERIALE DA COSTRUZIONE - VIA DELLE GHIAIE, 16/3"
"POINT (664061.48633972 5103855.36309315)";PANE E LATTE;ALIMENTARE;;"3260";GALLERIA TIRRENA;"1";PANE E LATTE;29;GIULIANO SOSI S.R.L.;"10348";"PANE E LATTE - GALLERIA TIRRENA, 1"
"POINT (663361.02610414 5104061.10810152)";ARTICOLI PER FARMACIA;ALIMENTARE E NON ALIMENTARE;SETTORI ALIMENTARE E NON ALIMENTARE;"430";VIA BRESCIA;19/A;ARTICOLI PER FARMACIA;62;FARMACIE COMUNALI SPA;"25580";"ARTICOLI PER FARMACIA - VIA BRESCIA, 19/A"
"POINT (664470.237572028 5103769.89928713)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;CONFEZIONI PER ADULTI CON FIBRE TESSILI RIGENERATE;"3400";PIAZZA VENEZIA;"2";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;89;ATZORI SILVIA;"48217";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - PIAZZA VENEZIA, 2"
"POINT (664194.901889353 5104104.45836713)";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);ALIMENTARE E NON ALIMENTARE;;"3310";VIA TORRE VERDE;"26";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);621;BRAGAGNA GIORGIO E C. S.N.C.;"47191";"SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE) - VIA TORRE VERDE, 26"
"POINT (664009.002135524 5103398.36607297)";LIBRI NUOVI;NON ALIMENTARE;;"3340";VIA DEL TRAVAI;"22";LIBRI NUOVI;36;STUDIO BIBLIOGRAFICO ADIGE DI SCALMANA MONICA & C. SAS;"8089";"LIBRI NUOVI - VIA DEL TRAVAI, 22"
"POINT (664208.381082227 5104793.21545405)";;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"43";;0;MONTECRISTO S.R.L.;"32917";
"POINT (664208.381082227 5104793.21545405)";;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"43";;0;RADCON ITALIA S.R.L.;"25489";
"POINT (664327.216073639 5104288.562673)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;;"1730";VIA A. MANZONI;"53";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;0;MELIRO SRLS;"42832";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA A. MANZONI, 53"
"POINT (664327.216073639 5104288.562673)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;;"1730";VIA A. MANZONI;"53";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;23;MELIRO SRLS;"30727";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA A. MANZONI, 53"
"POINT (663946.906028518 5103334.01776029)";OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE;NON ALIMENTARE;ARTICOLI FUNERARI E CIMITERIALI;"2670";VIA A. ROSMINI;"67";OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE;35;BONVECCHIO MARMI SOCIETA' A RESPONSABILITA' LIMITATA;"47070";"OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE - VIA A. ROSMINI, 67"
"POINT (664169.653296956 5103813.49429617)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;INTIMO;"2120";VIA ORIOLA;"8";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;98;SI.GI. S.A.S. DI BRIGNOLI ROBERTA & C.;"25509";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA ORIOLA, 8"
"POINT (664330.417266989 5102998.09005031)";PRODOTTI TESSILI;NON ALIMENTARE;"ABBIGLIAMENTO, COSMETICI";"2330";VIA F.LLI PERINI;"64";PRODOTTI TESSILI;37;GANASSINI DANIELA;"40354";"PRODOTTI TESSILI - VIA F.LLI PERINI, 64"
"POINT (664302.7028502 5104121.995465)";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;NON ALIMENTARE;;"3210";VIA DEL SUFFRAGIO;"82";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;111;OCCHIALI24.IT SRL;"44863";"OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN - VIA DEL SUFFRAGIO, 82"
"POINT (664200.654565981 5103528.69591678)";ART.REGALO-ARTIGIANATO LOCALE;ALIMENTARE E NON ALIMENTARE;;"1840";VIA G. MAZZINI;"43";ART.REGALO-ARTIGIANATO LOCALE;44;PCFB SRLS;"47478";"ART.REGALO-ARTIGIANATO LOCALE - VIA G. MAZZINI, 43"
"POINT (664200.654565981 5103528.69591678)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE E NON ALIMENTARE;ALTRI PRODOTTI ALIMENTARI CONFEZIONATI;"1840";VIA G. MAZZINI;"43";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;44;PCFB SRLS;"47478";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA G. MAZZINI, 43"
"POINT (663896.263148719 5104102.31161201)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;ALIMENTARE E NON ALIMENTARE;"ACCESSORI MODA, ARTICOLI VARI, PRODOTTI ALIMENTARI CONFEZ.";"880";PIAZZA DANTE;"4";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;25;GRAVANTE GIOVANNI;"24089";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - PIAZZA DANTE, 4"
"POINT (664347.821191311 5102999.79809166)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;"CALZATURE, ACCESSORI, ARTICOLI DI BAZAR";"3350";CORSO 3 NOVEMBRE;"98";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;1310;BEST LIFE S.R.L.;"39350";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - CORSO 3 NOVEMBRE, 98"
"POINT (663962.069815699 5103857.58381364)";GIORNALI-RIVISTE E PERIODICI;NON ALIMENTARE;;"2990";PIAZZA S. MARIA MAGGIORE;"15";GIORNALI-RIVISTE E PERIODICI;24;PESCE GIAMPAOLO;"25174";"GIORNALI-RIVISTE E PERIODICI - PIAZZA S. MARIA MAGGIORE, 15"
"POINT (663962.069815699 5103857.58381364)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;NON ALIMENTARE;"CARTOLERIA, GIOCHI";"2990";PIAZZA S. MARIA MAGGIORE;"15";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;24;PESCE GIAMPAOLO;"25152";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - PIAZZA S. MARIA MAGGIORE, 15"
"POINT (664196.1621063 5103540.33355183)";DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI;ALIMENTARE E NON ALIMENTARE;;"1840";VIA G. MAZZINI;"37";DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI;97;DROGHERIA A. SANTONI DI FIGHEL GIORGIO E C. S.N.C.;"31727";"DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI - VIA G. MAZZINI, 37"
"POINT (663963.786611645 5104281.9897603)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;;;"880";PIAZZA DANTE;"13";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;10;FLORA CAMPESTRIN E C. S.A.S.;"23125";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - PIAZZA DANTE, 13"
"POINT (663963.786611645 5104281.9897603)";;;;"880";PIAZZA DANTE;"13";;10;FLORA CAMPESTRIN E C. S.A.S.;"8522";
"POINT (663886.011518516 5103547.71377033)";OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE;NON ALIMENTARE;;"2670";VIA A. ROSMINI;"78";OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE;380;ZANELLA ARREDAMENTI S.R.L.;"23694";"OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE - VIA A. ROSMINI, 78"
"POINT (663886.011518516 5103547.71377033)";MOBILI;NON ALIMENTARE;;"2670";VIA A. ROSMINI;"78";MOBILI;380;ZANELLA ARREDAMENTI S.R.L.;"23694";"MOBILI - VIA A. ROSMINI, 78"
"POINT (664887.097206041 5103533.55292525)";MOBILI;NON ALIMENTARE;;"1340";VIA B. GIOVANELLI;"9";MOBILI;171;LONGHI GASTONE;"24924";"MOBILI - VIA B. GIOVANELLI, 9"
"POINT (664157.529470006 5103600.24596011)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;;"1840";VIA G. MAZZINI;"6";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;23;OBRELLI GIOIELLERIA DAL 1929 S.R.L.;"46804";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA G. MAZZINI, 6"
"POINT (664169.120267673 5103574.29508088)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;;"1840";VIA G. MAZZINI;"16";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;45;OREFICERIA BERNARDI DI BERNARDI RENATO E C. S.N.C.;"9821";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA G. MAZZINI, 16"
"POINT (664747.289009816 5103192.89808792)";ARTICOLI MEDICALI E ORTOPEDICI;NON ALIMENTARE;+ FABBRICAZIONE E RIPARAZIONE PROTESI ORTOPEDICHE;"1890";VIA MILANO;"41";ARTICOLI MEDICALI E ORTOPEDICI;84;CENTRO ORTOPEDICO TRENTINO SRL;"47516";"ARTICOLI MEDICALI E ORTOPEDICI - VIA MILANO, 41"
"POINT (664015.383050891 5103792.01173529)";"ELETTRODOMESTICI, RADIO, TELEVISORI";NON ALIMENTARE;PRODOTTI DI TELEFONIA;"680";VIA CAMILLO BENSO CAVOUR;"39";"ELETTRODOMESTICI, RADIO, TELEVISORI";41;ZHOU BOQING;"33296";"ELETTRODOMESTICI, RADIO, TELEVISORI - VIA CAMILLO BENSO CAVOUR, 39"
"POINT (664053.878555135 5103324.45472978)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"1600";VIA CARD. C. MADRUZZO;"35";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;32;SALONE PER MODE S.R.L.;"6609";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA CARD. C. MADRUZZO, 35"
"POINT (663591.999855444 5103168.82774124)";ALTRI ES.NON SPEC.GRANDE VARIETA' NO AL.;NON ALIMENTARE;"LIBRI,DVD,GIOCHI,MERCHANDISING,CARTOTECNICA,ABBIGLIAMENTO";"3839";CORSO LAVORO E SCIENZA;"3";ALTRI ES.NON SPEC.GRANDE VARIETA' NO AL.;126;MUSEO DELLE SCIENZE;"24760";"ALTRI ES.NON SPEC.GRANDE VARIETA' NO AL. - CORSO LAVORO E SCIENZA, 3"
"POINT (664185.662534073 5103602.52096302)";VARIE;NON ALIMENTARE;OGGETTISTICA E ARTICOLI DA REGALO;"3000";VIA SANTA TRINITA';"6";VARIE;25;STAUDACHER KARIN;"41921";"VARIE - VIA SANTA TRINITA', 6"
"POINT (664365.428153684 5103797.02209597)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;CONFEZIONI PER ADULTI;"1200";VIA G. GALILEI;"16";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;75;BOMBOLETTA S.R.L.;"45631";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA G. GALILEI, 16"
"POINT (664144.975046952 5103833.65128156)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"2180";VIA P. OSS MAZZURANA;"62";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;115;HEXAGON S.P.A.;"45779";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA P. OSS MAZZURANA, 62"
"POINT (664301.717994448 5102989.41858116)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;;"2330";VIA F.LLI PERINI;"48";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;16;LANZAVECCHIA MARCO;"9664";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA F.LLI PERINI, 48"
"POINT (663870.21600684 5104691.2102428)";ARTICOLI MEDICALI E ORTOPEDICI;NON ALIMENTARE;APPARECCHI ACUSTICI;"480";CORSO M. BUONARROTI;12/1;ARTICOLI MEDICALI E ORTOPEDICI;140;UDICARE SOCIETA' A RESPONSABILITA' LIMITATA;"31769";"ARTICOLI MEDICALI E ORTOPEDICI - CORSO M. BUONARROTI, 12/1"
"POINT (664337.284752381 5103847.31456903)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;E ACCESSORI;"610";LARGO G. CARDUCCI;"37";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;57;OSCAR CLOTHING S.N.C. DI CORTELLETTI ELEONORA & C.;"23944";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - LARGO G. CARDUCCI, 37"
"POINT (663584.671309489 5102900.3609525)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;NON ALIMENTARE;"ABBIGLIAMENTO, CASALINGHI";"3838";PIAZZA DONNE LAVORATRICI;"15";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;1;CIGIERRE - COMPAGNIA GENERALE RISTORAZIONE S.P.A.;"31339";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - PIAZZA DONNE LAVORATRICI, 15"
"POINT (665235.416979215 5104071.41162085)";MATERIALE DA COSTRUZIONE;NON ALIMENTARE;ARTICOLI IGIENICO SANITARI;"6470";VIA PER L'OSSERVATORIO;"4";MATERIALE DA COSTRUZIONE;118;CERAMICARTE S.R.L.;"13373";"MATERIALE DA COSTRUZIONE - VIA PER L'OSSERVATORIO, 4"
"POINT (664265.968544901 5103117.81325706)";FIORI E PIANTE;NON ALIMENTARE;;"3350";CORSO 3 NOVEMBRE;"44";FIORI E PIANTE;28;TRENTINI ANDREA;"46333";"FIORI E PIANTE - CORSO 3 NOVEMBRE, 44"
"POINT (664464.14748857 5102496.93951847)";VARIE;NON ALIMENTARE;ACCESSORI PER ANIMALI;"2200";VIA PALERMO;19/4;VARIE;60;ANIMAL CARE TRENTO S.R.L.;"46789";"VARIE - VIA PALERMO, 19/4"
"POINT (664356.188830549 5104320.29598532)";ARTICOLI DI SECONDA MANO;NON ALIMENTARE;INDUMENTI ED ACCESSORI USATI;"2820";VIA SAN MARTINO;"85";ARTICOLI DI SECONDA MANO;91;BLASCO FRANCESCO;"45221";"ARTICOLI DI SECONDA MANO - VIA SAN MARTINO, 85"
"POINT (664294.234446673 5103067.85602317)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;;"3350";CORSO 3 NOVEMBRE;"70";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;148;CICLI GIOVANNI BALDO DI BALDO SERGIO & C. S.N.C.;"19049";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - CORSO 3 NOVEMBRE, 70"
"POINT (664760.247820136 5103625.39069782)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"1400";VIA DON GIUSEPPE GRAZIOLI;"80";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;21;PIERI ANTONELLA;"40137";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DON GIUSEPPE GRAZIOLI, 80"
"POINT (663973.399065855 5103818.13322488)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"680";VIA CAMILLO BENSO CAVOUR;18/1;ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;129;YAN QIUWEN;"12374";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA CAMILLO BENSO CAVOUR, 18/1"
"POINT (664016.863330963 5103758.4878191)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"680";VIA CAMILLO BENSO CAVOUR;"44";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;30;BOUTIQUE VILMA DI TOMASI VILMA E C. SNC;"11779";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA CAMILLO BENSO CAVOUR, 44"
"POINT (664251.014802604 5103324.18042006)";ARTICOLI PER FARMACIA;;;"2950";VIA SANTA CROCE;"57";ARTICOLI PER FARMACIA;44;FARMACIA S. CHIARA S.N.C. DEI DOTT. ALESSIA ED EDOARDO DE AB;"24125";"ARTICOLI PER FARMACIA - VIA SANTA CROCE, 57"
"POINT (664150.104588601 5103807.11461359)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"2180";VIA P. OSS MAZZURANA;"77";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;106;GOLDENPOINT S.P.A.;"32789";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA P. OSS MAZZURANA, 77"
"POINT (664186.707861523 5103769.57713081)";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);ALIMENTARE E NON ALIMENTARE;;"1550";PIAZZA LODRON;"28";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);552;SAIT CONSORZIO DELLE COOPERATIVE DI CONSUMO TRENTINE S.C.A R;"14697";"SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE) - PIAZZA LODRON, 28"
"POINT (664808.89779733 5103329.47687553)";GIORNALI-RIVISTE E PERIODICI;;;"1890";VIA MILANO;"53";GIORNALI-RIVISTE E PERIODICI;20;FORGIONE GIANLUCA;"25326";"GIORNALI-RIVISTE E PERIODICI - VIA MILANO, 53"
"POINT (664808.89779733 5103329.47687553)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;;;"1890";VIA MILANO;"53";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;37;FORGIONE GIANLUCA;"28860";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - VIA MILANO, 53"
"POINT (664306.11696207 5103054.087091)";ROSTICCERIA;ALIMENTARE;PRODOTTI TIPICI GASTRONOMICI;"3350";CORSO 3 NOVEMBRE;"74";ROSTICCERIA;21;IRRANCA ADRIANO;"43831";"ROSTICCERIA - CORSO 3 NOVEMBRE, 74"
"POINT (664285.321107712 5104003.12016892)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;"MAGLIERIA, CAMICE";"2860";VIA SAN PIETRO;"6";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;39;PALLAVER VIRGINIA;"25255";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA SAN PIETRO, 6"
"POINT (664236.802738014 5103884.4377381)";CALZATURE E ARTICOLI IN CUOIO;NON ALIMENTARE;;"2910";VIA DEL SIMONINO;"8";CALZATURE E ARTICOLI IN CUOIO;32;EL-LUIZI FARAH;"47939";"CALZATURE E ARTICOLI IN CUOIO - VIA DEL SIMONINO, 8"
"POINT (664236.802738014 5103884.4377381)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;"ABBIGLIAMENTO, CALZATURE E PELLETTERIA";"2910";VIA DEL SIMONINO;"8";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;32;EL-LUIZI FARAH;"47939";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DEL SIMONINO, 8"
"POINT (664059.295953837 5103862.61874639)";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";ALIMENTARE;OLIO E PRODOTTI ALIMENTARI;"240";VIA R. BELENZANI;"27";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";9;REDORO FOOD S.R.L.;"45872";"BEVANDE (VINI, OLI, BIRRA ED ALTRE) - VIA R. BELENZANI, 27"
"POINT (664159.716517676 5103596.47409529)";GIORNALI-RIVISTE E PERIODICI;;;"1840";VIA G. MAZZINI;"8";GIORNALI-RIVISTE E PERIODICI;40;FEDRIZZI GEMA PAOLINA;"24129";"GIORNALI-RIVISTE E PERIODICI - VIA G. MAZZINI, 8"
"POINT (664159.716517676 5103596.47409529)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;ALIMENTARE E NON ALIMENTARE;"BEVANDE,DOLCIUMI,PRODOTTI ALIMENTARI,CARTOLERIA,ART.REGALO";"1840";VIA G. MAZZINI;"8";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;40;FEDRIZZI GEMA PAOLINA;"24112";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - VIA G. MAZZINI, 8"
"POINT (664892.107768335 5102462.03322549)";ARTICOLI MEDICALI E ORTOPEDICI;NON ALIMENTARE;CON TECNICO QUALIFICATO;"1370";VIA GOCCIADORO;"74";ARTICOLI MEDICALI E ORTOPEDICI;50;CENTRO ORTOPEDICO TRENTINO SRL;"44408";"ARTICOLI MEDICALI E ORTOPEDICI - VIA GOCCIADORO, 74"
"POINT (664418.982004821 5103159.32173039)";FRUTTA E VERDURA;ALIMENTARE;VENDITA AL MINUTO PRODOTTI ORTOFRUTTICOLI;"2520";VIA G. A PRATO;"4";FRUTTA E VERDURA;63;BERTOLDI LINA;"41663";"FRUTTA E VERDURA - VIA G. A PRATO, 4"
"POINT (664532.806340805 5103957.53148476)";MOBILI;NON ALIMENTARE;OGGETTISTICA;"3400";PIAZZA VENEZIA;"27";MOBILI;75;FAILO ANESI MICHELE;"12967";"MOBILI - PIAZZA VENEZIA, 27"
"POINT (664218.389764984 5103999.13986426)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"1700";VIA G. MANCI;"52";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;188;SEPHORA ITALIA S.R.L.;"45625";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA G. MANCI, 52"
"POINT (664310.374818095 5104064.82170529)";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";ALIMENTARE;BEVANDE ALCOLICHE E NON - GELATI CONFEZIONATI;"3210";VIA DEL SUFFRAGIO;"83";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";24;LA EMERGENTE S.R.L.;"44997";"BEVANDE (VINI, OLI, BIRRA ED ALTRE) - VIA DEL SUFFRAGIO, 83"
"POINT (664666.009829558 5103696.1661622)";MOBILI;NON ALIMENTARE;;"1400";VIA DON GIUSEPPE GRAZIOLI;"7";MOBILI;270;BOSCHI DANIELA E C. SNC;"16096";"MOBILI - VIA DON GIUSEPPE GRAZIOLI, 7"
"POINT (664341.308947853 5103807.65523813)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;CALZATURE;"2620";VIA DELLA ROGGIA GRANDE;"30";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;38;STILE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;"38190";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DELLA ROGGIA GRANDE, 30"
"POINT (664510.025143435 5103949.12103402)";MOBILI;NON ALIMENTARE;"+ ACCESSORI PER LA CASA, TENDAGGI, MATERIALE EDILE";"3430";VIA DEI VENTUNO;"6";MOBILI;0;PRIMA S.R.L.;"48194";"MOBILI - VIA DEI VENTUNO, 6"
"POINT (664006.625728176 5102467.02873895)";CALZATURE E ARTICOLI IN CUOIO;NON ALIMENTARE;;"2880";VIA SAN PIO X;"25";CALZATURE E ARTICOLI IN CUOIO;17;VICENTINI CLAUDIA;"23953";"CALZATURE E ARTICOLI IN CUOIO - VIA SAN PIO X, 25"
"POINT (664192.884928244 5103434.88337866)";VARIE;ALIMENTARE E NON ALIMENTARE;"PRODOTTI ALIM. VARI E NON ALIM. (GADGET, TAZZE, MAGLIETTE)";"3340";VIA DEL TRAVAI;"132";VARIE;1;PIZZIUM S.P.A.;"47984";"VARIE - VIA DEL TRAVAI, 132"
"POINT (663868.85224161 5104742.53518838)";;NON ALIMENTARE;;"1170";VIA FELICE E G. FONTANA;"36";;0;HADHADI MOHAMMED;"47148";
"POINT (663877.021390521 5102124.84554517)";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);ALIMENTARE E NON ALIMENTARE;;"2020";VIA DEI MUREDEI;"70";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);552;PRIX QUALITY S.P.A.;"25508";"SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE) - VIA DEI MUREDEI, 70"
